dataset,dataset_slug,doc_id,raw_text,clean_text,tokens,token_text,char_len,token_len,is_empty_raw,is_empty_tokenized,provided_sentiment_label,provided_sentiment_confidence,provided_sentiment_source,sentiment_label,sentiment_confidence,sentiment_score,prob_negative,prob_neutral,prob_positive,prob_sarcastic_negative,sentiment_source,sentiment_probabilities_json
4 June 2026,4_june_2026,7680,স্পিকার দুইজন আমাদের দলের মন মত হয় নাই এ২জনকে চেঞ্জ করা সময়ের দাবি,স্পিকার দুইজন আমাদের দলের মন মত হয় নাই এ জনকে চেঞ্জ করা সময়ের দাবি,"['স্পিকার', 'দুইজন', 'দলের', 'মন', 'মত', 'নাই', 'জনকে', 'চেঞ্জ', 'সময়ের', 'দাবি']",স্পিকার দুইজন দলের মন মত নাই জনকে চেঞ্জ সময়ের দাবি,68,10,0,0,negative,0.6135244774482161,model_unified_fill,negative,0.6135244774482161,-1.0,1.0,0.0,0.0,0.0,model_unified_fill,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
4 June 2026,4_june_2026,7681,চিপহুইপের নামই নাই।তার সময় কইত্তে দিবে?গায়ের জোরে কথা।,চিপহুইপের নামই নাই তার সময় কইত্তে দিবে গায়ের জোরে কথা,"['চিপহুইপের', 'নামই', 'নাই', 'সময়', 'কইত্তে', 'দিবে', 'গায়ের', 'জোরে']",চিপহুইপের নামই নাই সময় কইত্তে দিবে গায়ের জোরে,54,8,0,0,positive,0.399747041708372,model_unified_fill,positive,0.399747041708372,1.0,0.0,0.0,1.0,0.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 1.0, ""sarcastic_negative"": 0.0}"
4 June 2026,4_june_2026,7682,"রাষ্ট্রপতি, মাননীয় স্পিকার সঠিক পথেই আছে,,",রাষ্ট্রপতি মাননীয় স্পিকার সঠিক পথেই আছে,"['রাষ্ট্রপতি', 'মাননীয়', 'স্পিকার', 'সঠিক', 'পথেই']",রাষ্ট্রপতি মাননীয় স্পিকার সঠিক পথেই,42,5,0,0,positive,0.4032302889572609,model_unified_fill,positive,0.4032302889572609,1.0,0.0,0.0,1.0,0.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 1.0, ""sarcastic_negative"": 0.0}"
4 June 2026,4_june_2026,7683,সব ভেজাল আপনার মাঝে,সব ভেজাল আপনার মাঝে,"['ভেজাল', 'মাঝে']",ভেজাল মাঝে,19,2,0,0,sarcastic_negative,0.830376128266478,model_unified_fill,sarcastic_negative,0.830376128266478,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,7684,দেশ টা কোন দিকে যাচ্ছে,দেশ টা কোন দিকে যাচ্ছে,"['দেশ', 'টা', 'কোন', 'যাচ্ছে']",দেশ টা কোন যাচ্ছে,22,4,0,0,sarcastic_negative,0.4422276213146728,model_unified_fill,sarcastic_negative,0.4422276213146728,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,7685,Murkho,murkho,['murkho'],murkho,6,1,0,0,sarcastic_negative,0.4509473404882201,model_unified_fill,sarcastic_negative,0.4509473404882201,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,7686,Rules are Rules. No change and no chance.,rules are rules no change and no chance,"['rules', 'are', 'rules', 'no', 'change', 'and', 'no', 'chance']",rules are rules no change and no chance,41,8,0,0,neutral,0.4151401544677907,model_unified_fill,neutral,0.4151401544677907,0.0,0.0,1.0,0.0,0.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 1.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
4 June 2026,4_june_2026,7687,বিনোদনের প্রাণ কেন্দ্র সংসদ ভবন,বিনোদনের প্রাণ কেন্দ্র সংসদ ভবন,"['বিনোদনের', 'প্রাণ', 'কেন্দ্র', 'সংসদ', 'ভবন']",বিনোদনের প্রাণ কেন্দ্র সংসদ ভবন,31,5,0,0,sarcastic_negative,0.476242240299802,model_unified_fill,sarcastic_negative,0.476242240299802,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,7688,বাংলাদেশে যে আর কতো রকম মন্ত্রী দেখবো,বাংলাদেশে যে আর কতো রকম মন্ত্রী দেখবো,"['বাংলাদেশে', 'কতো', 'রকম', 'মন্ত্রী', 'দেখবো']",বাংলাদেশে কতো রকম মন্ত্রী দেখবো,37,5,0,0,positive,0.8487063401018419,model_unified_fill,positive,0.8487063401018419,1.0,0.0,0.0,1.0,0.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 1.0, ""sarcastic_negative"": 0.0}"
4 June 2026,4_june_2026,7689,সব জোকার এখানে ডুকে গেছে,সব জোকার এখানে ডুকে গেছে,"['জোকার', 'এখানে', 'ডুকে']",জোকার এখানে ডুকে,24,3,0,0,negative,0.34728301586466,model_unified_fill,negative,0.34728301586466,-1.0,1.0,0.0,0.0,0.0,model_unified_fill,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
4 June 2026,4_june_2026,7690,সাব্বাশ স্পিকার।,সাব্বাশ স্পিকার,"['সাব্বাশ', 'স্পিকার']",সাব্বাশ স্পিকার,16,2,0,0,sarcastic_negative,0.4161961051436229,model_unified_fill,sarcastic_negative,0.4161961051436229,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,7691,সর্কাস বানায় ফেলছে সংসদরে,সর্কাস বানায় ফেলছে সংসদরে,"['সর্কাস', 'বানায়', 'ফেলছে', 'সংসদরে']",সর্কাস বানায় ফেলছে সংসদরে,25,4,0,0,sarcastic_negative,0.3884020145738566,model_unified_fill,sarcastic_negative,0.3884020145738566,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,7692,যার কাছে আগনি অস্ত্র থাকবে যার কাছে অস্ত্র থাকবে হাটে-ঘাটে মাঠে সবাইকে কারাদণ্ডর আওতায় আনা হবে,যার কাছে আগনি অস্ত্র থাকবে যার কাছে অস্ত্র থাকবে হাটে ঘাটে মাঠে সবাইকে কারাদণ্ডর আওতায় আনা হবে,"['যার', 'কাছে', 'আগনি', 'অস্ত্র', 'থাকবে', 'যার', 'কাছে', 'অস্ত্র', 'থাকবে', 'হাটে', 'ঘাটে', 'মাঠে', 'সবাইকে', 'কারাদণ্ডর', 'আওতায়', 'আনা']",যার কাছে আগনি অস্ত্র থাকবে যার কাছে অস্ত্র থাকবে হাটে ঘাটে মাঠে সবাইকে কারাদণ্ডর আওতায় আনা,95,16,0,0,sarcastic_negative,0.5336309798464258,model_unified_fill,sarcastic_negative,0.5336309798464258,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,7693,Sonsode mone hoy natok hoy,sonsode mone hoy natok hoy,"['sonsode', 'mone', 'hoy', 'natok', 'hoy']",sonsode mone hoy natok hoy,26,5,0,0,sarcastic_negative,0.5789946339297687,model_unified_fill,sarcastic_negative,0.5789946339297687,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,7694,এরা মনে হয় সংসদ কোনদিন দেখেনি সংশোধন তামাশা আড্ডা বানাইছে,এরা মনে হয় সংসদ কোনদিন দেখেনি সংশোধন তামাশা আড্ডা বানাইছে,"['এরা', 'মনে', 'সংসদ', 'কোনদিন', 'দেখেনি', 'সংশোধন', 'তামাশা', 'আড্ডা', 'বানাইছে']",এরা মনে সংসদ কোনদিন দেখেনি সংশোধন তামাশা আড্ডা বানাইছে,58,9,0,0,sarcastic_negative,0.6479850925494504,model_unified_fill,sarcastic_negative,0.6479850925494504,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,7695,জনগণের টাকা খরচ করে ভাল।,জনগণের টাকা খরচ করে ভাল,"['জনগণের', 'টাকা', 'খরচ', 'ভাল']",জনগণের টাকা খরচ ভাল,24,4,0,0,positive,0.721857902600779,model_unified_fill,positive,0.721857902600779,1.0,0.0,0.0,1.0,0.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 1.0, ""sarcastic_negative"": 0.0}"
4 June 2026,4_june_2026,7696,আমার মত কমেন্ট দেখার জন্য কে কে আসছো লাইক করে যাও,আমার মত কমেন্ট দেখার জন্য কে কে আসছো লাইক করে যাও,"['মত', 'কমেন্ট', 'দেখার', 'আসছো', 'লাইক', 'যাও']",মত কমেন্ট দেখার আসছো লাইক যাও,49,6,0,0,negative,0.638559125085379,model_unified_fill,negative,0.638559125085379,-1.0,1.0,0.0,0.0,0.0,model_unified_fill,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
4 June 2026,4_june_2026,7697,বেয়াদব মন্ত্রী।,বেয়াদব মন্ত্রী,"['বেয়াদব', 'মন্ত্রী']",বেয়াদব মন্ত্রী,15,2,0,0,sarcastic_negative,0.6170781577819467,model_unified_fill,sarcastic_negative,0.6170781577819467,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,7698,সালাউদ্দিন আহমেদ ভারতীয় এজেন্ট,সালাউদ্দিন আহমেদ ভারতীয় এজেন্ট,"['সালাউদ্দিন', 'আহমেদ', 'ভারতীয়', 'এজেন্ট']",সালাউদ্দিন আহমেদ ভারতীয় এজেন্ট,31,4,0,0,negative,0.4556598771981992,model_unified_fill,negative,0.4556598771981992,-1.0,1.0,0.0,0.0,0.0,model_unified_fill,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
4 June 2026,4_june_2026,7699,এই স্পীকার দুটো Strong না হলে উনারা যে সংসদ টাকে কি বানাতেন তা একমাত্র আল্লাহ জানেন।এক একজন এক একটা অভিনেতা।,এই স্পীকার দুটো strong না হলে উনারা যে সংসদ টাকে কি বানাতেন তা একমাত্র আল্লাহ জানেন এক একজন এক একটা অভিনেতা,"['স্পীকার', 'দুটো', 'strong', 'হলে', 'উনারা', 'সংসদ', 'টাকে', 'বানাতেন', 'তা', 'একমাত্র', 'আল্লাহ', 'জানেন', 'অভিনেতা']",স্পীকার দুটো strong হলে উনারা সংসদ টাকে বানাতেন তা একমাত্র আল্লাহ জানেন অভিনেতা,108,13,0,0,negative,0.5017072602167271,model_unified_fill,negative,0.5017072602167271,-1.0,1.0,0.0,0.0,0.0,model_unified_fill,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
4 June 2026,4_june_2026,7700,ঠিক আছে ভালো লাগছে,ঠিক আছে ভালো লাগছে,"['ঠিক', 'ভালো', 'লাগছে']",ঠিক ভালো লাগছে,18,3,0,0,negative,0.4087581987831679,model_unified_fill,negative,0.4087581987831679,-1.0,1.0,0.0,0.0,0.0,model_unified_fill,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
4 June 2026,4_june_2026,7701,Comedy nights With Tarek,comedy nights with tarek,"['comedy', 'nights', 'with', 'tarek']",comedy nights with tarek,24,4,0,0,sarcastic_negative,0.4274418135087999,model_unified_fill,sarcastic_negative,0.4274418135087999,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,7702,Or baper timee,or baper timee,"['or', 'baper', 'timee']",or baper timee,14,3,0,0,sarcastic_negative,0.5348138646880882,model_unified_fill,sarcastic_negative,0.5348138646880882,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,7703,জুকার সিলং সালাউদ্দিন,জুকার সিলং সালাউদ্দিন,"['জুকার', 'সিলং', 'সালাউদ্দিন']",জুকার সিলং সালাউদ্দিন,21,3,0,0,neutral,0.5301141229881688,model_unified_fill,neutral,0.5301141229881688,0.0,0.0,1.0,0.0,0.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 1.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
4 June 2026,4_june_2026,7704,সব পাভনা পাটান,সব পাভনা পাটান,"['পাভনা', 'পাটান']",পাভনা পাটান,14,2,0,0,sarcastic_negative,0.4630205201773624,model_unified_fill,sarcastic_negative,0.4630205201773624,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,7705,Spikarke humki?,spikarke humki,"['spikarke', 'humki']",spikarke humki,15,2,0,0,sarcastic_negative,0.5105351757054213,model_unified_fill,sarcastic_negative,0.5105351757054213,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,7706,Speaker amon e howa uchit,speaker amon e howa uchit,"['speaker', 'amon', 'howa', 'uchit']",speaker amon howa uchit,25,4,0,0,sarcastic_negative,0.5501103378429886,model_unified_fill,sarcastic_negative,0.5501103378429886,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,7707,জনগণের টাকা তো?,জনগণের টাকা তো,"['জনগণের', 'টাকা']",জনগণের টাকা,15,2,0,0,sarcastic_negative,0.556852656586859,model_unified_fill,sarcastic_negative,0.556852656586859,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,7708,মাননীয় স্পীকারকে ওনি ভদ্রতার সাথে হুমকি দিয়েছে,মাননীয় স্পীকারকে ওনি ভদ্রতার সাথে হুমকি দিয়েছে,"['মাননীয়', 'স্পীকারকে', 'ওনি', 'ভদ্রতার', 'হুমকি', 'দিয়েছে']",মাননীয় স্পীকারকে ওনি ভদ্রতার হুমকি দিয়েছে,46,6,0,0,negative,0.541184530190512,model_unified_fill,negative,0.541184530190512,-1.0,1.0,0.0,0.0,0.0,model_unified_fill,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
4 June 2026,4_june_2026,7709,Mane jmn tmn ekta obostha,mane jmn tmn ekta obostha,"['mane', 'jmn', 'tmn', 'ekta', 'obostha']",mane jmn tmn ekta obostha,25,5,0,0,sarcastic_negative,0.6042078605640196,model_unified_fill,sarcastic_negative,0.6042078605640196,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,7710,Halar hala sala uddin toka buta paica,halar hala sala uddin toka buta paica,"['halar', 'hala', 'sala', 'uddin', 'toka', 'buta', 'paica']",halar hala sala uddin toka buta paica,37,7,0,0,sarcastic_negative,0.4516062138463083,model_unified_fill,sarcastic_negative,0.4516062138463083,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,7711,সংসদের রেওয়াজ রীতিনীতি এখন ঠিক আছে নাকি,সংসদের রেওয়াজ রীতিনীতি এখন ঠিক আছে নাকি,"['সংসদের', 'রেওয়াজ', 'রীতিনীতি', 'ঠিক', 'নাকি']",সংসদের রেওয়াজ রীতিনীতি ঠিক নাকি,40,5,0,0,positive,0.4062966968094761,model_unified_fill,positive,0.4062966968094761,1.0,0.0,0.0,1.0,0.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 1.0, ""sarcastic_negative"": 0.0}"
4 June 2026,4_june_2026,7712,জনতার স্পিকার একজন সাহসি মানুষ,জনতার স্পিকার একজন সাহসি মানুষ,"['জনতার', 'স্পিকার', 'সাহসি', 'মানুষ']",জনতার স্পিকার সাহসি মানুষ,30,4,0,0,positive,0.4503373839853853,model_unified_fill,positive,0.4503373839853853,1.0,0.0,0.0,1.0,0.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 1.0, ""sarcastic_negative"": 0.0}"
4 June 2026,4_june_2026,7713,সংসদ না অন্য কিছু।,সংসদ না অন্য কিছু,"['সংসদ', 'অন্য']",সংসদ অন্য,18,2,0,0,sarcastic_negative,0.6474010163437657,model_unified_fill,sarcastic_negative,0.6474010163437657,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,7714,টাইগার খেয়েছে,টাইগার খেয়েছে,"['টাইগার', 'খেয়েছে']",টাইগার খেয়েছে,13,2,0,0,sarcastic_negative,0.5171677587018282,model_unified_fill,sarcastic_negative,0.5171677587018282,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,7715,বেয়াদবি হচ্ছে বড় ভাই,বেয়াদবি হচ্ছে বড় ভাই,"['বেয়াদবি', 'বড়', 'ভাই']",বেয়াদবি বড় ভাই,20,3,0,0,positive,0.374305077395102,model_unified_fill,positive,0.374305077395102,1.0,0.0,0.0,1.0,0.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 1.0, ""sarcastic_negative"": 0.0}"
4 June 2026,4_june_2026,7716,মনে হয় স্পিকার মহোদয় কে আপনি সরাবেন,মনে হয় স্পিকার মহোদয় কে আপনি সরাবেন,"['মনে', 'স্পিকার', 'মহোদয়', 'সরাবেন']",মনে স্পিকার মহোদয় সরাবেন,36,4,0,0,sarcastic_negative,0.805975213205605,model_unified_fill,sarcastic_negative,0.805975213205605,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,7717,সংসদে এগোলা ঠক না,সংসদে এগোলা ঠক না,"['সংসদে', 'এগোলা', 'ঠক']",সংসদে এগোলা ঠক,17,3,0,0,sarcastic_negative,0.3482674110315411,model_unified_fill,sarcastic_negative,0.3482674110315411,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,7718,বিনোদন মন্ত্রী,বিনোদন মন্ত্রী,"['বিনোদন', 'মন্ত্রী']",বিনোদন মন্ত্রী,14,2,0,0,sarcastic_negative,0.4697993829402094,model_unified_fill,sarcastic_negative,0.4697993829402094,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,7719,"Mallll kheaaa tallll hoyaaa sogggsoddd aaa kee ballll abolll tabolll bokaaa aiii sorasstooo monntriii tooo balll varott arrr nagtaaa dalalll.,",mallll kheaaa tallll hoyaaa sogggsoddd aaa kee ballll abolll tabolll bokaaa aiii sorasstooo monntriii tooo balll varott arrr nagtaaa dalalll,"['mallll', 'kheaaa', 'tallll', 'hoyaaa', 'sogggsoddd', 'aaa', 'kee', 'ballll', 'abolll', 'tabolll', 'bokaaa', 'aiii', 'sorasstooo', 'monntriii', 'tooo', 'balll', 'varott', 'arrr', 'nagtaaa', 'dalalll']",mallll kheaaa tallll hoyaaa sogggsoddd aaa kee ballll abolll tabolll bokaaa aiii sorasstooo monntriii tooo balll varott arrr nagtaaa dalalll,142,20,0,0,sarcastic_negative,0.5992020577887613,model_unified_fill,sarcastic_negative,0.5992020577887613,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,7720,কাউয়া গেছে এখন শাউওয়া আইছে,কাউয়া গেছে এখন শাউওয়া আইছে,"['কাউয়া', 'শাউওয়া', 'আইছে']",কাউয়া শাউওয়া আইছে,28,3,0,0,positive,0.6642122893650727,model_unified_fill,positive,0.6642122893650727,1.0,0.0,0.0,1.0,0.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 1.0, ""sarcastic_negative"": 0.0}"
4 June 2026,4_june_2026,7721,না না উনাকে ২৪ ঘন্টা দিন উনি একা একা বক বক করুক,না না উনাকে ঘন্টা দিন উনি একা একা বক বক করুক,"['উনাকে', 'ঘন্টা', 'উনি', 'একা', 'একা', 'বক', 'বক', 'করুক']",উনাকে ঘন্টা উনি একা একা বক বক করুক,47,8,0,0,positive,0.3275612448381789,model_unified_fill,positive,0.3275612448381789,1.0,0.0,0.0,1.0,0.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 1.0, ""sarcastic_negative"": 0.0}"
4 June 2026,4_june_2026,7722,দেন দেন,দেন দেন,"['দেন', 'দেন']",দেন দেন,7,2,0,0,sarcastic_negative,0.4866114869702983,model_unified_fill,sarcastic_negative,0.4866114869702983,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,7723,এরে কিছু সময় ভিক্ষা দেন সবাই মিলে,এরে কিছু সময় ভিক্ষা দেন সবাই মিলে,"['এরে', 'সময়', 'ভিক্ষা', 'দেন', 'সবাই', 'মিলে']",এরে সময় ভিক্ষা দেন সবাই মিলে,34,6,0,0,sarcastic_negative,0.4985414555575431,model_unified_fill,sarcastic_negative,0.4985414555575431,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,7724,শিলংয়ের ভাব যা,শিলংয়ের ভাব যা,"['শিলংয়ের', 'ভাব', 'যা']",শিলংয়ের ভাব যা,14,3,0,0,sarcastic_negative,0.3956260095172901,model_unified_fill,sarcastic_negative,0.3956260095172901,-1.0,0.0,0.0,0.0,1.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 1.0}"
4 June 2026,4_june_2026,7725,সংসদে তাদের কথাই চলবে মাননীয় স্পিকারের কথার কোন দাম নাই আপনি দেন এটা সংসদ না অন্য কিছু আল্লাই জানে,সংসদে তাদের কথাই চলবে মাননীয় স্পিকারের কথার কোন দাম নাই আপনি দেন এটা সংসদ না অন্য কিছু আল্লাই জানে,"['সংসদে', 'কথাই', 'চলবে', 'মাননীয়', 'স্পিকারের', 'কথার', 'কোন', 'দাম', 'নাই', 'দেন', 'সংসদ', 'অন্য', 'আল্লাই', 'জানে']",সংসদে কথাই চলবে মাননীয় স্পিকারের কথার কোন দাম নাই দেন সংসদ অন্য আল্লাই জানে,99,14,0,0,positive,0.4975365548858378,model_unified_fill,positive,0.4975365548858378,1.0,0.0,0.0,1.0,0.0,model_unified_fill,"{""negative"": 0.0, ""neutral"": 0.0, ""positive"": 1.0, ""sarcastic_negative"": 0.0}"
4 June 2026,4_june_2026,7726,আগের মতো হাসতে পারিনা বিচিতে টান লাগে,আগের মতো হাসতে পারিনা বিচিতে টান লাগে,"['আগের', 'মতো', 'হাসতে', 'পারিনা', 'বিচিতে', 'টান', 'লাগে']",আগের মতো হাসতে পারিনা বিচিতে টান লাগে,37,7,0,0,negative,0.4479600416897505,model_unified_fill,negative,0.4479600416897505,-1.0,1.0,0.0,0.0,0.0,model_unified_fill,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
4 June 2026,4_june_2026,7727,"আমার জীবনে আমি দেখি নাই সংসদে এরকম চলতে,, মনে হচ্ছে একটা সাপ লুডু খেলা চলে",আমার জীবনে আমি দেখি নাই সংসদে এরকম চলতে মনে হচ্ছে একটা সাপ লুডু খেলা চলে,"['জীবনে', 'দেখি', 'নাই', 'সংসদে', 'এরকম', 'চলতে', 'মনে', 'সাপ', 'লুডু', 'খেলা', 'চলে']",জীবনে দেখি নাই সংসদে এরকম চলতে মনে সাপ লুডু খেলা চলে,74,11,0,0,negative,0.4651825361564351,model_unified_fill,negative,0.4651825361564351,-1.0,1.0,0.0,0.0,0.0,model_unified_fill,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
4 June 2026,4_june_2026,7728,স্পিকারের সাথে বেয়াদপী করলো।,স্পিকারের সাথে বেয়াদপী করলো,"['স্পিকারের', 'বেয়াদপী', 'করলো']",স্পিকারের বেয়াদপী করলো,28,3,0,0,negative,0.4214647479345114,model_unified_fill,negative,0.4214647479345114,-1.0,1.0,0.0,0.0,0.0,model_unified_fill,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
4 June 2026,4_june_2026,7729,অংহকার ও দাম্ভিকতাও সীমা অতিক্রম করেছে।,অংহকার ও দাম্ভিকতাও সীমা অতিক্রম করেছে,"['অংহকার', 'দাম্ভিকতাও', 'সীমা', 'অতিক্রম']",অংহকার দাম্ভিকতাও সীমা অতিক্রম,39,4,0,0,negative,0.3965566416002989,model_unified_fill,negative,0.3965566416002989,-1.0,1.0,0.0,0.0,0.0,model_unified_fill,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
4 June 2026,4_june_2026,7730,দেন এটা ওদের বাপের সংসদ তো,দেন এটা ওদের বাপের সংসদ তো,"['দেন', 'ওদের', 'বাপের', 'সংসদ']",দেন ওদের বাপের সংসদ,26,4,0,0,negative,0.422670643101793,model_unified_fill,negative,0.422670643101793,-1.0,1.0,0.0,0.0,0.0,model_unified_fill,"{""negative"": 1.0, ""neutral"": 0.0, ""positive"": 0.0, ""sarcastic_negative"": 0.0}"
