Comment,Location 1,Location 2,Location 3,Sentiment,sentiment_confidence,sentiment_source,needs_review
ঐটা তো মনে হয় দলের না তাই মৃত্যুদণ্ড,Feni,,,Sarcastic_negative,0.4901429904269744,model,True
দলের বাহিরের লোক এটা শিউর,Comilla,,,Negative,0.8422537972577951,model,False
ক্যাঙ্গারু মার্কা কোর্ট,Dhaka,Rajshahi,Gazipur,Sarcastic_negative,0.4086835715638751,model,True
কেঙ্গারু কোটের রায়,Dhaka,,,Sarcastic_negative,0.3950389831826863,model,True
"In the name of Allah, Most Gracious, Most Merciful.…",Dhaka,Barisal,,Sarcastic_negative,0.4030776403667138,model,True
কন হে এ বলি কা বকরা!,Dhaka,Munshiganj,,Sarcastic_negative,0.33205256732514,model,True
জ্বী কারন সে একজনই দাড়ি-টুপি ওয়ালা,Chittagong,Lakshmipur,,Negative,0.3669508164280216,model,True
বিষটা জয় বাংলা হয়ে গেলো না।।,Dhaka,Rangpur,,Positive,0.2860930468796291,model,True
সব দোষ শুধু হুজুরের।,Dhaka,Mymensingh,Comilla,Sarcastic_negative,0.4889119647173077,model,True
"হয় ওই ১ জনসহ সবাই অপরাধী,, না হয় ওই ১ জনসহ সবাই নিরপরাধ,,, হয় ৯ জনের রাজনীতির শক্তি আছে,,, ১ জনের নাই",Chittagong,,,Positive,0.5027050885373147,model,False
সব দোষ কি দাড়ি টুপির,Chittagong,,,Sarcastic_negative,0.5121078258267908,model,False
কারণ তার মাথায় টুপি আছে,Comilla,,,Negative,0.4548403138374594,model,True
"যার ফাঁসি হলো, তার মনে হয় রাজনৈতিক ব্যাকগ্রাউন্ড দুর্বল""!",Dhaka,Barisal,Barguna,Positive,0.55243461548891,model,False
হাস্যকর,Sylhet,Habiganj,,Sarcastic_negative,0.5634520120481902,model,False
একজনকেই বলির পাঁঠা বানিয়ে সবাই পার!!,Chittagong,Noakhali,,Positive,0.454807642331432,model,True
কারণ তার মাতায় দাড়ি ও টুপি ছিলো,Sylhet,,,Sarcastic_negative,0.3913657049886049,model,True
কপালপোড়া একজন টা কি বিএনপিতে যোগ দিতে পারেনি?,Habiganj,,,Negative,0.692185430067644,model,False
এই দেশে জোর যার মুল্লুক তার,Dhaka,Tangail,,Negative,0.8812668948185508,model,False
সোনার বাংলাদেশ,Dhaka,,,Positive,0.6304187422354358,model,False
সেই রকম রায় হইছে,Dhaka,Tangail,,Sarcastic_negative,0.4226230921982574,model,True
রায় টা কেমন জানি হয়ে গেলো।,Dhaka,Gazipur,,Sarcastic_negative,0.6874209202275525,model,False
ভাই বিশ্বাস করেন আর নাই করেন পালানোর জায়গা পাবে না।,Dhaka,,,Positive,0.679315497474326,model,False
"এক মামলায় দুই রায় কেমন করে হয়,",Dhaka,,,Positive,0.4490956472752961,model,True
"দেশ যেখানে ছিল, সেখানেই আছে। পরিবর্তন নেই। …",Sylhet,,,Negative,0.5786617028514308,model,False
"মজলুমের দোয়া থেকে বেঁচে থাকো , কেননা তার দোয়া ও আল্লাহর মাঝে কোনো পর্দা থাকে না। ( সহীহ বুখারী)…",Dhaka,Narayanganj,,Negative,0.8948976519210591,model,False
সেই মনে হয় বিম্পি করেনা,Chittagong,,,Sarcastic_negative,0.4684214298129319,model,True
উল্টো পালটা অবিচা করবেন না। আল্লাহ তায়লা সইবেনা।,Barisal,,,Negative,0.45383715007685,model,True
হুজুর বলে কথা,Dhaka,,,Positive,0.9686745598801432,model,False
মেড ইন বাংলাদেশ,Dhaka,Mymensingh,,Positive,0.7280718809294588,model,False
হয়ত উনি হুজুর,Khulna,Satkhira,,Sarcastic_negative,0.3599991226065779,model,True
তাকেই কেনো মৃত্যুদণ্ড দেওয়া হলো,Khulna,Jessore,,Sarcastic_negative,0.3877094251249011,model,True
খোজ নিয়ে দেখে ঐ একজন কোন দাঁড়ি টুপি ওয়ালা,Naogaon,,,Sarcastic_negative,0.4970942419688184,model,True
আলহামদুলিল্লাহ,Dhaka,Faridpur,,Positive,0.6722752494029804,model,False
কারণ একজন আলেম ছিল তাই,Dhaka,Chittagong,,Negative,0.3770900084109191,model,True
গণতন্ত্র স্বার্থান্বেষীদের জন্য কাজ করে,Dhaka,,,Positive,0.6448190201274858,model,False
এরই নাম গণতান্ত্রিক আইন ব্যবস্থা । …,Dhaka,Comilla,,Sarcastic_negative,0.5035559089489031,model,False
এটা অন্তত দুঃখজনক,Mymensingh,,,Sarcastic_negative,0.3874485162796993,model,True
নাম নিতে লজ্জে কেন? হুজুর এজন্যই,Cox's Bazar,,,Sarcastic_negative,0.4906188794957093,model,True
একজন হাফেজ তাই ওনার ফাঁসি রায় হয়েছে,Dhaka,Narayanganj,Comilla,Sarcastic_negative,0.497973763621927,model,True
আইনের হাত বদল আর কি?,Sylhet,,,Positive,0.3044559425373995,model,True
বাকি একজন জমিয়ত নেতা,Dhaka,Chittagong,Chandpur,Sarcastic_negative,0.386085500239612,model,True
আমরা সকলে মিলে মাঠে নামতে হবে।,Dhaka,Barisal,,Neutral,0.5914867920554863,model,False
"তাহলে শুধু একজনই দায়ী,,,,,",Dhaka,Feni,,Sarcastic_negative,0.4435205627837315,model,True
তীব্র প্রতিবাদ জানাই,Comilla,Chittagong,,Negative,0.6757759912120368,model,False
হত্যা চেষ্টায় মৃত্যু দ ন্ড। আর এদিকে আগষ্টের পরে হত্যা মামলার হাজার হাজার আসামী বেকেসুর খালাস পেয়েছে।…,Sylhet,,,Negative,0.7777108389875348,model,False
এটা আবার কি নিয়ম,Comilla,,,Negative,0.628076175613283,model,False
এটা কেমন বিচার??,Dhaka,,,Sarcastic_negative,0.3793570441526523,model,True
এটা কি বৈষম্য,Dhaka,Barisal,,Negative,0.3859134670208462,model,True
আলহামদুলিল্লাহ,Dhaka,Netrokona,,Positive,0.6722752494029804,model,False
এটা হইল আইন।,Dhaka,Chittagong,Chandpur,Negative,0.3951757077580495,model,True
সবাই যদি খালাস পায় তাহলে একজন কেন শাস্তি পাবে,Chittagong,,,Sarcastic_negative,0.4067306146043077,model,True
এটা ন্যায় বিচার?,Sylhet,,,Negative,0.5543312142600562,model,False
একজন কুরআনের হাফেজ এজন্যই কি তার শাস্তি?,Dhaka,Joypurhat,Naogaon,Negative,0.4165535985616928,model,True
মূলত টাকার কাছে কেউ হেরে যায়। আর টাকা দিয়েই কেউ জামিন পায় এই হলো সমস্যা,Chittagong,Barisal,,Negative,0.6524256779412072,model,False
তারা তো ক্ষমতা পাওয়ার আছে তাই,Dhaka,Netrokona,,Negative,0.3608098026676026,model,True
"এদেশে হুজুর হইলে সুধু বিচার, মৃত্যুদণ্ড",Dhaka,,,Sarcastic_negative,0.440971538900851,model,True
সে মনে হয় দলের ছিলো না,Khulna,Jessore,,Sarcastic_negative,0.5555031026344729,model,False
বিচারপতি মুরতাদ,Dhaka,Chittagong,,Negative,0.6413488932085287,model,False
কারণ সে একজন হাফেজ হুজুর,Dhaka,Gazipur,,Sarcastic_negative,0.3738072544551895,model,True
সবাই খালাস পাওয়ার কথা,Comilla,,,Positive,0.571652295355056,model,False
এইটা কোন বিচার না,Dhaka,,,Negative,0.4662530075104163,model,True
এ কেমন দ্বিচারিতা !!,Dhaka,,,Sarcastic_negative,0.6827800074656286,model,False
সে হুজুর বলে,Bhola,Barisal,,Positive,0.7359668081605206,model,False
বেচারা হুজুর নিরীহ মানুষ বলে পেশে গেলো,Comilla,,,Positive,0.7402040318222785,model,False
আইন সবার জন্য সমান শুধু হুজুরদের বাদে,Rajshahi,,,Positive,0.4858973665026799,model,True
এই জুলুমের বিচারে আল্লাহর নিশ্চিত করবেন,Dhaka,,,Negative,0.8878421121798099,model,False
একই মামলার ৯ জন খালাস পায় একজন মৃত্যুদন্ড কেন! হুজুর বলে?,Chittagong,,,Positive,0.5449906224382997,model,False
একজন যে সে হতে পারে গরিব,Chittagong,Noakhali,,Sarcastic_negative,0.3931117973085831,model,True
কারণ এ একজন হুজুর,Feni,Dhaka,,Sarcastic_negative,0.3686813276629926,model,True
কারণ ওই একজনের মাথায় টুপি আছে। আর টুপি ওয়ালাদেরকে শাস্তি দিলে দাদা বাবুরা খুশি হবে।,Narsingdi,Dhaka,Mymensingh,Neutral,0.3012655248405015,model,True
একজন হুজুর সেজন্য,Khulna,Jessore,,Positive,0.4301881623183226,model,True
মানে সব দোষ একজনের উপর চাপায় দিল !,Dhaka,Rangpur,,Sarcastic_negative,0.4083370089204332,model,True
হত্যা চেষ্টা মামলায় মৃত্যুদণ্ড হয় কিভাবে?,Dhaka,Cox's Bazar,,Sarcastic_negative,0.382473592805068,model,True
আগের বিচার আর বর্তমান বিচার সবই সমান,Sylhet,,,Negative,0.4029162425930521,model,True
হুজুরের পাশে কেউ নেই এজন্য খালাস পেল না,Sirajganj,,,Sarcastic_negative,0.4965597667891572,model,True
চুলের রায় মানিনা,Sylhet,,,Sarcastic_negative,0.4393832153148939,model,True
হুজুর দেখে মৃত্যুদন্ড দিছে আর কিছুনা,Bhola,Barisal,,Positive,0.5283387895004144,model,False
এর তিব্র নিন্দা জানাচ্ছি,Dhaka,,,Sarcastic_negative,0.7456074534113146,model,False
হাস্যকর,Rajshahi,,,Sarcastic_negative,0.5634520120481902,model,False
যার মৃত্যুদণ্ড সে নিরীহ হুজুর,Mymensingh,,,Sarcastic_negative,0.4481617623899185,model,True
"পা চাটা জমিয়ত বুঝতে পারবে না এখনও,,,",Jhenaidah,,,Negative,0.5573933952671982,model,False
এ কেমন বিচার ????,Dhaka,,,Sarcastic_negative,0.5942813017502171,model,False
বাহ কি বিচার ব্যবস্থা,Dhaka,Chittagong,,Sarcastic_negative,0.5331314134938046,model,False
"সে মনে বিএনপি করে না, তাই তাকে মৃত্যুদণ্ড দিয়েছে",Dhaka,,,Negative,0.6712847668166381,model,False
কারন ওই একজন হুজুর ছিল,Dinajpur,,,Negative,0.4845062197792739,model,True
সব ইনশাফের উপর চলছে।,Chapainawabganj,Dhaka,Rajshahi,Sarcastic_negative,0.3566552879377875,model,True
টাকার খেলা আজকে হুজুর বলে আইন তার জন্য পালটে গেলো,Kishoreganj,Dhaka,,Positive,0.3328694714095497,model,True
"হুজুর হলেই সব করা যায়,,,,সবার খালাস হুজুরের ফাঁসি।।",Panchagarh,Thakurgaon,,Sarcastic_negative,0.305170406477612,model,True
আলহামদুলিল্লাহ,Netrokona,Dhaka,,Positive,0.6722752494029804,model,False
তাও সে একজন হুজুর,Chittagong,Noakhali,,Sarcastic_negative,0.4416431232725621,model,True
ও একজন কে জাতি জানতে চায়,Rangpur,Lalmonirhat,,Negative,0.3886947374898117,model,True
হুজুর বলে কথা,Mymensingh,,,Positive,0.9686745598801432,model,False
আলেমকে সাজা দিল,Habiganj,,,Negative,0.4898669671536772,model,True
এই সমাজের প্রতিটা স্বরেই কেন হুজুরদের উপর অন্যায় করতে হবে..? অথচ নিঃস্বার্থ ভাবে মানুষের উপকারের চিন্তা একমাত্র এই হুজুররাই করে,Sunamganj,Dhaka,Chittagong,Negative,0.4482734438921507,model,True
য়ুনি যে আলেম এই জন্যই ওনার বিরুদ্ধে এই রায়,Rangpur,Narayanganj,,Negative,0.8274973298260075,model,False
মুক্তি চাই,Dhaka,,,Sarcastic_negative,0.3410492922734868,model,True
বিএনপির পক্ষ নিয়ে নির্বাচন করেন।,Sylhet,,,Negative,0.3917070302051168,model,True
আপনাদের যা ভাল মনে হয় করেন,Chittagong,,,Sarcastic_negative,0.6318650175160905,model,False
বিএনপি সরকারের ফলাফল পাচ্ছে জনগণ,Sylhet,,,Negative,0.7497103468615596,model,False
বিস্তারিত পড়ে যা বুঝলাম আমি নিন্দা জানাচ্ছি ঐ হুজুরকে মুক্তি দেওয়া হোক,Dhaka,Cox's Bazar,,Negative,0.7874065716248507,model,False
নিশ্চয়ই ঐ ব্যক্তি হুযুর হবে!,Bogra,Dhaka,,Neutral,0.8985549985085842,model,False
"একই মামলায় সবাই খালাস পায়, কারণ তারা সবাই বিএনপি নেতা! আর একজনের মৃত্যুদণ্ড, কারণ তিনি হাফেজে কুরআন!",Lalmonirhat,,,Negative,0.452644414672642,model,True
"তিব্র নিন্দা জানাচ্ছি, তারা খালাস পেলে হুজুর কেন খালাস পেলোনা?",Barisal,Bhola,,Sarcastic_negative,0.5205879327016616,model,False
যার মৃত্যুদন্ড বহাল রেখেছে সে নিশ্চয়ই জজ মিয়ার মত কেউ,Cox's Bazar,,,Negative,0.3706177901544801,model,True
এটা বিচার হলো,Rangpur,,,Negative,0.4249438031042351,model,True
জুলাই ২৪,Dhaka,Faridpur,,Neutral,0.3652315302683743,model,True
একজন হাফেজ আলেম এইজন্যই,Moulvibazar,Dhaka,Mymensingh,Negative,0.573976940634192,model,False
এই রায় জুলুম ছাড়া কিছু না,Brahmanbaria,Habiganj,,Negative,0.8521720874187885,model,False
"কেন একজনের মৃত্যু দন্ড, সে হুজুর হওয়াই কি অপরাধ",Dhaka,Comilla,,Sarcastic_negative,0.3845486718360505,model,True
কি সুন্দর বিচার ব্যবস্থা আইনের শাসন প্রতিষ্ঠা হচ্ছে এভাবেই,Dhaka,Khulna,Magura,Negative,0.3039625045589786,model,True
২০০৭ সাল থেকে বাবর জেলে ছিল হাতলে ২০ সালের ঘটনার জন্য তাকে আসামি করা হয় কেমনে,Dhaka,Gazipur,,Positive,0.4129570367628004,model,True
"হত্যা করলে ফাসি হয়না, কিন্তু হত্যা৷ চেষ্টা করলে ফাসি হয়, এটাই বাংলাদেশ।",Dhaka,Barisal,,Negative,0.474956181128265,model,True
এটাই রাজনৈতিক নতুন বাংলাদেশ,Dhaka,Sylhet,,Positive,0.7925433524290394,model,False
সব ভারতের খেলা,Rangpur,Cox's Bazar,Chittagong,Negative,0.6365598007941357,model,False
বাহ্,Noakhali,,,Sarcastic_negative,0.3902739733369131,model,True
Tamasha,Dhaka,Chandpur,,Sarcastic_negative,0.4156555357451086,model,True
আইন হচ্ছে খেলার পুতুল,Dhaka,Tangail,,Sarcastic_negative,0.3831417314590183,model,True
ঐ একজন অবশ্যই মুসলিম,Comilla,,,Sarcastic_negative,0.3273728699204097,model,True
বাংলাদেশের বিচার ব্যবস্থা!,Chittagong,,,Sarcastic_negative,0.4339511615659691,model,True
প্যারালাইসিস বিচারব্যবস্হা,Barisal,Dhaka,Rangpur,Sarcastic_negative,0.6003057946423943,model,False
একই মামলায় দুই রকম রায় হ্যাঁ এটা বাংলাদেশেই সম্ভব।,Feni,,,Positive,0.7671980351233441,model,False
এইটা কি জুলম না,Sylhet,,,Negative,0.3754645786807461,model,True
কেমনে কি হইলো?,Sylhet,,,Sarcastic_negative,0.6481578449623419,model,False
মুক্তি চাই,Sylhet,,,Sarcastic_negative,0.3410492922734868,model,True
এটা কি হয় ইচ্ছা করে জর্জ এমন করল,Kushtia,Dhaka,Gazipur,Positive,0.4377300422510022,model,True
একজনের কেন মৃত্যু দন্ড?,Comilla,,,Sarcastic_negative,0.4656367502502507,model,True
দলের লোক নয়,Rangpur,,,Negative,0.573585855634763,model,False
এই আলেমের মুক্তি দিতে হবে,Dhaka,Tangail,,Neutral,0.6886484860953553,model,False
"সেই একজন হাফেজ, তার কোনো রাজনৈতিক পরিচয় নাই, ক্ষমতা নাই এটাই ম্যাটার। এগুলো পরিষ্কার ভাবে লেখ",Dhaka,,,Positive,0.4924900651913257,model,True
হুজুরের উপর দায় চাপিয়ে দেওয়া হলো,Rangpur,,,Sarcastic_negative,0.5731648894234058,model,False
এটাই গণতন্ত্রের ন্যায় বিচার?,Dhaka,Natore,,Negative,0.3590312225159207,model,True
এটা কেমন কথা,Bhola,Barisal,,Positive,0.5948777684735771,model,False
ও-ই একজন হলো হাফেজে কুরআন একজন হুজুর,Naogaon,Dhaka,Chittagong,Sarcastic_negative,0.4064175462786398,model,True
সমস্যা নাই বিচারকের ও এক বিচার হবে।।,Khulna,Bagerhat,,Neutral,0.7990973444847826,model,False
কি চমৎকার বিচার ব্যবস্থা বাহ,Mymensingh,,,Sarcastic_negative,0.4981933987253628,model,True
আলেম হওয়ার কারণে তাকে মৃত্যুদণ্ড দেওয়া হয়েছে আর কিছু নয়।,Dhaka,,,Negative,0.482081645176783,model,True
এটা কি বিচার ব্যবস্থা নাকি তামাশা,Dhaka,,,Negative,0.43631265041463,model,True
যত দোষ হুজের হায়রে বিচার,Chittagong,,,Sarcastic_negative,0.3782428463603812,model,True
এই দায় সরকারকেই নিতে হবে।,Dhaka,,,Neutral,0.5868232488192615,model,False
"প্রিয় উলামারা এটা নিয়ে কি বলবে,, ম ার ইসলাম বলে কথা",Dhaka,,,Positive,0.5996556550431635,model,False
আর সেই একজন হলো হাফেজ।,Dhaka,Mymensingh,Sherpur,Positive,0.3126685565287872,model,True
এটাই কি বিএনপির বিচার,Dhaka,,,Negative,0.9390463499134482,model,False
সবার মুক্তি একজনের মৃত্যুদন্ড কেনো?,Dhaka,Chittagong,,Positive,0.351861435069858,model,True
ওই একজন কি দোষ করলো?,Dhaka,Chittagong,Munshiganj,Sarcastic_negative,0.4379145325884327,model,True
সেত হুজুর তাই না,Chittagong,Narayanganj,Brahmanbaria,Sarcastic_negative,0.5019923067805165,model,False
ঐ ১জন মনে হয় ওনাদের দলের না,Barisal,,,Sarcastic_negative,0.5296017075882342,model,False
এই আইনের প্রতি আমি প্রস্রাব করি,Sylhet,,,Negative,0.7159844165909953,model,False
এ কেমন যালেমী রায়??,Dinajpur,,,Sarcastic_negative,0.6766489500051723,model,False
সোনার আইন,Chittagong,,,Sarcastic_negative,0.3696378018642881,model,True
এ কেমন বিচার,Sylhet,,,Sarcastic_negative,0.6128204282335741,model,False
এটা অন্যায়,Nilphamari,,,Negative,0.423669997078987,model,True
রায়টি কেমন যানি এক পেশে হয়ে গেল।,Dhaka,,,Sarcastic_negative,0.6295362709418154,model,False
এই বিচার মানি না,Dhaka,Chittagong,,Negative,0.8706100219975768,model,False
একজন নিরীহ হাফিজ আলিমকে ফাঁসি দেওয়ায় তীব্র নিন্দা জানাই।,Sylhet,Sunamganj,,Negative,0.3898348615527497,model,True
এরকম বিচার কারী এবং সরকারের উপর লানত,Rangpur,Lalmonirhat,,Negative,0.3165240014998717,model,True
"একই মামলা, একই অভিযোগ- কেউ খালাস, আর একজন হাফেজের জন্য মৃত্যুদণ্ড!…",Chittagong,Feni,,Positive,0.5447758036545817,model,False
we have a flan,Chittagong,,,Sarcastic_negative,0.4886994796405233,model,True
দাদারা খুশি হবে।,Dhaka,Tangail,,Neutral,0.994614599010187,model,False
জুলুম করছে একজনের উপর,Dhaka,Comilla,,Negative,0.4266953234224037,model,True
"আল্লাহ বিচারক যদী ইনসাফ করে তবে তাকে তুমি তার কাজের জন্য পূন্য দিও। আর বিচারক যদী বিচার কার্যকে দলের কারনে, পদের কারনে, বা লোভ…",Chittagong,Dhaka,,Negative,0.7009120783837653,model,False
কোন আলেম?,Dhaka,,,Negative,0.6768211441673841,model,False
Alhamdulillah,Sylhet,,,Positive,0.5462164194000266,model,False
"আগে শুনতাম মুজিবকোর্ট, এখন আবার কোন কোর্ট?",Dhaka,Chittagong,Lakshmipur,Negative,0.4197414332570541,model,True
তীব্র নিন্দা জানাচ্ছি। আলেম পেয়ে সহজ মনে করছে,Dhaka,Khulna,Chittagong,Negative,0.5428239445185591,model,False
"যার মৃত্যুদন্ড হয়েছে তার দলীয় কোন পরিচয় নেই, তিনি একজন কোরআনের হাফেজ, এটাই তার দুর্বলতা!",Dhaka,Kishoreganj,,Negative,0.6779435499887402,model,False
জমিয়ত এখন কোথায়,Dhaka,,,Positive,0.3874511059563275,model,True
Only BNP I have plan,Comilla,Rangpur,Noakhali,Sarcastic_negative,0.4776742096068363,model,True
i have a plan,Comilla,Rangpur,Noakhali,Sarcastic_negative,0.5316962677126551,model,False
শেষ বিচারে হবে আসল বিচার,Dhaka,Kishoreganj,,Neutral,0.9705765036589792,model,False
"কেন একজনকে মৃত্যুদন্ড দেওয়া হলো,ব্যাখ্যা কি?",Chittagong,Comilla,,Sarcastic_negative,0.4410273979730705,model,True
এ কেমন বিচার,Chittagong,Lakshmipur,,Sarcastic_negative,0.6128204282335741,model,False
তাদের পতন হয়ত শুরু হতে যাচ্ছে এখান থেকে,Sylhet,,,Negative,0.5343977518723335,model,False
এটা বৈষম্য করা হয়েছে,Dhaka,Gazipur,,Negative,0.4448779371411562,model,True
ফাইজলামি শুরু করছে,Sunamganj,,,Negative,0.5448269982911416,model,False
জমিয়তের নেতা হাফেজ সাহেব,Dhaka,Sylhet,,Sarcastic_negative,0.3260119333838779,model,True
কারণ সে হুজুর।,Dhaka,,,Sarcastic_negative,0.4874991550441206,model,True
হত্যার চেষ্টা তাতেই ফাঁসি হয়ে গেল,Dhaka,Mymensingh,Faridpur,Negative,0.4376774602557349,model,True
আইন সবার জন্য সমান না,Dhaka,Sylhet,,Positive,0.4656837182823484,model,True
বিচার হয় নাই,Jamalpur,,,Neutral,0.6978709500509869,model,False
জমিয়তের পুরস্কার। তবে নিন্দা জানাই,Noakhali,,,Sarcastic_negative,0.3921761089739749,model,True
মুহিবুল্লাহ বাবুনগরীয়ে তান অবস্থান কিতা?,Moulvibazar,Sylhet,,Sarcastic_negative,0.3883014512486163,model,True
নামগুলা এমন ভাবে লিখলেন,Sylhet,Habiganj,,Sarcastic_negative,0.6266790909058777,model,False
হুজুর হয়েই মনে হয় জীবনে সবচেয়ে বড় ভুল হয়েছে,Dhaka,Khulna,Magura,Sarcastic_negative,0.6921499925564221,model,False
বাহ খুব সুন্দর বিচার... বিএনপির রাজনীতি করার কারণে সবাই মুক্ত হলেও আমাদেরই আরেক ভাইকে মৃত্যুদন্ড দেওয়া হয়েছে শুধুমাত্র ধর্মী…,Chittagong,,,Negative,0.6240781448206647,model,False
জুলুমের বিচার,Chandpur,Chittagong,,Neutral,0.3904535631307731,model,True
বিএনপির সাথে জোট করায় জমিয়তের উপহার,Dhaka,Sylhet,Narsingdi,Negative,0.5605632431602995,model,False
বিএনপির কোলে উঠে দুদু খাওয়া জমিয়তের অবস্থান কি?,Sylhet,,,Negative,0.5197015891790155,model,False
কবে যে দেশে সবার জন্য আইন সমান হবে,Dhaka,,,Neutral,0.5354767527775577,model,False
হাসিনার উপর ২০০৫ সালে গ্রেনেড হামলার আসামি তারেক জিয়ার যাবজ্জীবন কারাদণ্ড বাতিল করে মৃত্যু দন্ড দেয়া হোক।,Chittagong,,,Positive,0.3719933651423878,model,True
"জাওড়া সাংবাদিক, হেড লাইনে লিখতে হবে এক হাফেজের ফাঁসি।",Barisal,Bhola,,Neutral,0.5453806746291272,model,False
সোনার বাংলাদেশে সবই সম্ভব,Sylhet,,,Positive,0.7619209516141554,model,False
"হাফেজ নাঈম ভাইয়ের নিঃশর্ত মুক্তি চাই। সকলেই আওয়াজ তুলুন, পোস্টটি শেয়ার করুন।",Chittagong,Bandarban,,Negative,0.4638895163766481,model,True
"একজন আলেম বলে বৈষম্য কেন,,?",Tangail,,,Positive,0.5667730889803276,model,False
হে বিচারক তোমারও এক বিচার হবে ইনশাআল্লাহ। আর সেই বিচার করবেন মহান আল্লাহ,Dhaka,,,Positive,0.5661314113486585,model,False
তিব্র নিন্দাও ধিক্কার জানাই,Sylhet,,,Sarcastic_negative,0.3754661697397863,model,True
I have a indian plan,Dhaka,,,Sarcastic_negative,0.5048621282444756,model,False
কিছুই বলার নেই!,Dhaka,Barisal,,Positive,0.686168947924304,model,False
আহ বিচার,Comilla,,,Sarcastic_negative,0.5039375020700079,model,False
সরকার ফাজলামি করলো?,Jamalpur,,,Negative,0.4316501838612552,model,True
বাহ খুব সুন্দর ন্যায় বিচার চলিতেছে,Dhaka,Barisal,,Sarcastic_negative,0.4079142372695279,model,True
হুজুর হওয়ার অপরাধে,Dhaka,,,Sarcastic_negative,0.3489811628221706,model,True
হুজুরের উপরে ফাঁসি চাপিয়ে দেওয়া হয়েছে দলের কারণে তারা তিনজন মুক্ত হয়েছে,Dhaka,,,Negative,0.5507241776251603,model,False
Alhamdulillah,Khulna,Satkhira,,Positive,0.5462164194000266,model,False
বৈষম্য শুধু একজন আলেমের বেলায় কেন,Dhaka,Noakhali,,Negative,0.3226561101708302,model,True
"যাদের ক্ষমতা আছে তারা মুক্তি পেয়েছে৷, কিন্তু নিরপরাধ একজন হাফেজ ফেঁসে গেলো দুনিয়ার আদালত",Dhaka,Kishoreganj,,Negative,0.37235476249882,model,True
কোরআনে হাফিজের ফাঁসির রায়।,Sylhet,,,Negative,0.408578898176399,model,True
সেই একজন যে আলেম দাড়িওয়ালা টুপিওয়াল একজন মজলুম আলেমের সাথে অন্যায়কে আল্লাহ তায়ালা বরদাশত করবেন না।,Dhaka,Khulna,,Negative,0.5650349758429218,model,False
অসাধারণ বিচার,Rangpur,Nilphamari,,Sarcastic_negative,0.4523368999646603,model,True
"এই একজনের উপরেই অবিচার করা হয়েছে, কারণ সে গরিব ও টুপি ওয়ালা",Dhaka,Kishoreganj,Shariatpur,Positive,0.314655723709466,model,True
"২৪ জুলাই রক্তের বিনিময়ে সরকার, জুলাই গণ-অভ্যুত্থান স্মৃতি জাদুঘর খুলে দিচ্ছেন না কেন? অবিলম্বে জনসাধারণের জন্য উন্মুক্ত করে…",Dhaka,,,Positive,0.5037170284733833,model,False
নাটক,Chittagong,Sylhet,,Sarcastic_negative,0.7633093153718772,model,False
"বাহ বাহ বাহ,,,,,, আইন সবার জন্য সমান।",Chittagong,Brahmanbaria,,Positive,0.3793625627381675,model,True
তিব্র নিন্দা জানাচ্ছি,Sylhet,,,Sarcastic_negative,0.5083229909825342,model,False
"বিচার সবার জন্য সমান, এখানে বৈষম্য কেন?",Gaibandha,Bogra,,Positive,0.4185345200552862,model,True
এই বিচার পুনরায় হব্বে আর তা সঠিক বিচারই হবে,Dhaka,Tangail,,Neutral,0.9026523856464878,model,False
একেই মামলার নয়জন খালাস তাহলে আর একজনের মৃত্যু দন্ড বাহ বাহ,Dhaka,,,Positive,0.389027886653665,model,True
একজনের নাম লিখছেন না কেন,Chittagong,,,Sarcastic_negative,0.4727188244578267,model,True
আইন সবার জন্য সমান না,Naogaon,,,Positive,0.4656837182823484,model,True
বলি হইলো এতিমে,Dhaka,,,Sarcastic_negative,0.6139068399493453,model,False
একজন মজলুম আলেমের সাথে অন্যায়কে আল্লাহ তায়ালা বরদাশত করবেন না।আল্লাহ তুমি হেফাজত করো আলেমদের,Sylhet,,,Negative,0.6171945033414853,model,False
আহারে সাদের দেশ,Dhaka,,,Sarcastic_negative,0.5843306733956956,model,False
আলেম হলে মুক্তি নাই,Dhaka,Khulna,,Negative,0.4018707636614095,model,True
আজ যদি শেখ হাসিনা বেঁচে থাকতেন তাহলে হইত বিচারটা অন্য রকম হইত,Dhaka,,,Sarcastic_negative,0.4920334398179265,model,True
একজন হুজুর বিধায় তাকে ফাঁসিয়ে দেওয়া হলো।,Dhaka,,,Negative,0.3527252216829684,model,True
ফারুক সাহেব জানেন কি?,Dhaka,Sylhet,,Sarcastic_negative,0.4120351664753452,model,True
"একজন তাহলে কিভাবে শাস্তি পায়, নাকি নিরিহ আলোম বলে।",Comilla,,,Positive,0.3682356481257972,model,True
হুজুররা দেশের জন্য অবদান রাখে কিন্তু দেশ হুজুরদের কে মূল্যায়ন করে না,Dhaka,Chittagong,Lakshmipur,Positive,0.6345541482020469,model,False
এটাই গণতন্ত্র!,Sylhet,,,Negative,0.3494070766582908,model,True
যত দোষ হুজুরদের উপর আল্লাহ কিন্তু সব জানে এবং দেখে ২০০১ থেকে ৫ পরযন্ত জংগী নামে আলেমদের কে ফাসি দেওয়া হয়েছিলো তখন থেকেই জংগ…,Dhaka,,,Positive,0.4852219877712365,model,True
এইটা মানার মতো না,Dhaka,Chittagong,,Negative,0.5216847825578945,model,False
